cluster_kmeans,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6
0,-1.9525751702037075,-1.111032940925079,-0.07912508199979039,0.017585696444307436,-0.027624100704602864,0.04511674767331308
1,6.526455341928603,-1.202353064626473,-0.45869498093808214,0.16080337897136773,0.16544505055904377,-0.021644408647251576
2,0.6845065669854713,2.095029382185835,0.2786340968149363,-0.08234691794677555,-0.015681273619655735,-0.06062621185350808
