k,inertie,pct_variance_expliquee,silhouette,calinski_harabasz
2,1590.2806270823653,35.79554177559262,0.43925773249354333,76.93834511874934
3,1107.2033713896333,55.298837580175785,0.33635266943025033,84.73986288468733
4,968.6313773393349,60.89340979061523,0.27099298196821575,70.5891571998717
5,838.896796123237,66.13118880778899,0.26455383125042053,65.89920176401603
6,769.8198209630156,68.92003606557122,0.23393380481753426,59.42918629037514
7,710.6925039317448,71.30718540991074,0.22266945346439773,55.08844749115889
8,683.3800103922206,72.40987371573512,0.1894708835052039,49.49028934688233
9,626.3061938201593,74.71411701053734,0.19919961824872376,48.384454937064774
10,597.2254328846213,75.88819564095192,0.1897745563851668,45.46166722332088
