id_commune,adm2_pcode,nom_commune,arrondissement,type_prestataire,effectif,latitude,longitude
C-117,HT0832,Roseaux,Corail,Agent Non Bancaire,11,18.515955,-74.038802
C-118,HT0833,Beaumont,Corail,Maison de Transfert,2,18.445364,-73.983637
C-118,HT0833,Beaumont,Corail,Agent Non Bancaire,8,18.443349,-73.983029
C-118,HT0833,Beaumont,Corail,Microfinance,1,18.444959,-73.984756
C-118,HT0833,Beaumont,Corail,Caisse Populaire,1,18.443873,-73.984821
C-119,HT0834,Pestel,Corail,Maison de Transfert,2,18.494375,-73.823449
C-119,HT0834,Pestel,Corail,Agent Non Bancaire,17,18.49203,-73.823369
C-119,HT0834,Pestel,Corail,Caisse Populaire,1,18.49369,-73.82246
C-120,HT0911,Port-de-Paix,Port-de-Paix,Maison de Transfert,35,19.850605,-72.92129
C-120,HT0911,Port-de-Paix,Port-de-Paix,Agent Non Bancaire,60,19.85078,-72.917888
C-120,HT0911,Port-de-Paix,Port-de-Paix,Banque,4,19.855693,-72.919003
C-120,HT0911,Port-de-Paix,Port-de-Paix,ATM,1,19.849842,-72.922022
C-120,HT0911,Port-de-Paix,Port-de-Paix,Microfinance,4,19.85325,-72.916088
C-120,HT0911,Port-de-Paix,Port-de-Paix,Caisse Populaire,3,19.855126,-72.921285
C-121,HT0912,La Tortue,Port-de-Paix,Maison de Transfert,4,20.044876,-72.785986
C-121,HT0912,La Tortue,Port-de-Paix,Agent Non Bancaire,8,20.043298,-72.787538
C-122,HT0913,Bassin-Bleu,Port-de-Paix,Maison de Transfert,2,19.786526,-72.843898
C-122,HT0913,Bassin-Bleu,Port-de-Paix,Agent Non Bancaire,7,19.78694,-72.842433
C-123,HT0914,Chansolme,Port-de-Paix,Maison de Transfert,2,19.855135,-72.809571
C-123,HT0914,Chansolme,Port-de-Paix,Agent Non Bancaire,3,19.856414,-72.811014
C-124,HT0921,Saint-Louis-du-Nord,Saint-Louis-du-Nord,Maison de Transfert,9,19.878626,-72.708002
C-124,HT0921,Saint-Louis-du-Nord,Saint-Louis-du-Nord,Agent Non Bancaire,25,19.880426,-72.709581
C-124,HT0921,Saint-Louis-du-Nord,Saint-Louis-du-Nord,Caisse Populaire,2,19.88117,-72.710868
C-125,HT0922,Anse-à-Foleur,Saint-Louis-du-Nord,Maison de Transfert,3,19.862494,-72.624247
C-125,HT0922,Anse-à-Foleur,Saint-Louis-du-Nord,Agent Non Bancaire,3,19.864993,-72.624051
C-126,HT0931,Môle-Saint-Nicolas,Môle-Saint-Nicolas,Maison de Transfert,3,19.778571,-73.346469
C-126,HT0931,Môle-Saint-Nicolas,Môle-Saint-Nicolas,Agent Non Bancaire,5,19.78026,-73.34891
C-126,HT0931,Môle-Saint-Nicolas,Môle-Saint-Nicolas,Caisse Populaire,1,19.777932,-73.345863
C-127,HT0932,Baie-de-Henne,Môle-Saint-Nicolas,Maison de Transfert,2,19.695161,-73.202859
C-127,HT0932,Baie-de-Henne,Môle-Saint-Nicolas,Agent Non Bancaire,2,19.693918,-73.201053
C-127,HT0932,Baie-de-Henne,Môle-Saint-Nicolas,Caisse Populaire,2,19.695592,-73.202527
C-128,HT0933,Bombardopolis,Môle-Saint-Nicolas,Maison de Transfert,5,19.689336,-73.349393
C-128,HT0933,Bombardopolis,Môle-Saint-Nicolas,Agent Non Bancaire,4,19.693614,-73.345309
C-129,HT0934,Jean-Rabel,Môle-Saint-Nicolas,Maison de Transfert,11,19.829923,-73.129588
C-129,HT0934,Jean-Rabel,Môle-Saint-Nicolas,Agent Non Bancaire,22,19.832375,-73.12646
C-129,HT0934,Jean-Rabel,Môle-Saint-Nicolas,Microfinance,1,19.830207,-73.128587
C-129,HT0934,Jean-Rabel,Môle-Saint-Nicolas,Caisse Populaire,4,19.831491,-73.126411
C-130,HT1011,Miragoâne,Miragoâne,Maison de Transfert,16,18.360621,-73.060901
C-130,HT1011,Miragoâne,Miragoâne,Agent Non Bancaire,25,18.362625,-73.064971
C-130,HT1011,Miragoâne,Miragoâne,Banque,1,18.36199,-73.060405
C-130,HT1011,Miragoâne,Miragoâne,ATM,2,18.358428,-73.065
C-130,HT1011,Miragoâne,Miragoâne,Microfinance,2,18.35734,-73.061137
C-131,HT1012,Petite-Rivière-de-Nippes,Miragoâne,Maison de Transfert,3,18.45535,-73.197059
C-131,HT1012,Petite-Rivière-de-Nippes,Miragoâne,Agent Non Bancaire,10,18.458413,-73.198618
C-131,HT1012,Petite-Rivière-de-Nippes,Miragoâne,Microfinance,1,18.455002,-73.200566
C-131,HT1012,Petite-Rivière-de-Nippes,Miragoâne,Caisse Populaire,1,18.456573,-73.199281
C-132,HT1013,Fonds-des-Nègres,Miragoâne,Maison de Transfert,2,18.382161,-73.251075
C-132,HT1013,Fonds-des-Nègres,Miragoâne,Agent Non Bancaire,19,18.381356,-73.247917
C-132,HT1013,Fonds-des-Nègres,Miragoâne,Banque,1,18.380813,-73.252349
C-132,HT1013,Fonds-des-Nègres,Miragoâne,Microfinance,2,18.379337,-73.251165
C-132,HT1013,Fonds-des-Nègres,Miragoâne,Caisse Populaire,2,18.382658,-73.252552
C-133,HT1014,Paillant,Miragoâne,Maison de Transfert,2,18.41678,-73.170885
C-133,HT1014,Paillant,Miragoâne,Agent Non Bancaire,21,18.411645,-73.17146
C-133,HT1014,Paillant,Miragoâne,Banque,3,18.416337,-73.168401
C-133,HT1014,Paillant,Miragoâne,Microfinance,2,18.412264,-73.171253
C-133,HT1014,Paillant,Miragoâne,Caisse Populaire,1,18.414183,-73.171807
C-134,HT1021,Anse-à-Veau,Anse-à-Veau,Maison de Transfert,2,18.465583,-73.334218
C-134,HT1021,Anse-à-Veau,Anse-à-Veau,Agent Non Bancaire,4,18.466916,-73.336757
C-135,HT1022,Petit-Trou-de-Nippes,Anse-à-Veau,Maison de Transfert,2,18.468449,-73.493132
C-135,HT1022,Petit-Trou-de-Nippes,Anse-à-Veau,Agent Non Bancaire,4,18.465198,-73.495915
C-136,HT1023,L'Asile,Anse-à-Veau,Maison de Transfert,10,18.375706,-73.437418
C-136,HT1023,L'Asile,Anse-à-Veau,Agent Non Bancaire,12,18.379198,-73.434343
C-136,HT1023,L'Asile,Anse-à-Veau,Caisse Populaire,1,18.379845,-73.433522
C-137,HT1024,Arnaud,Anse-à-Veau,Maison de Transfert,1,18.451727,-73.383251
C-137,HT1024,Arnaud,Anse-à-Veau,Agent Non Bancaire,7,18.446836,-73.388714
C-138,HT1025,Plaisance-du-Sud,Anse-à-Veau,Agent Non Bancaire,2,18.430311,-73.567026
C-139,HT1031,Baradères,Baradères,Maison de Transfert,1,18.477427,-73.693609
C-139,HT1031,Baradères,Baradères,Agent Non Bancaire,4,18.475607,-73.69049
C-140,HT1032,Grand-Boucan,Baradères,Agent Non Bancaire,1,18.566364,-73.643784
