id_commune,nom_commune,arrondissement,adm2_pcode,brh_maison_de_transfert,brh_agent_non_bancaire,brh_banque,brh_atm,brh_microfinance,brh_caisse_populaire,population_totale,superficie_km2,superficie_urbaine_km2,taux_compte_formel,taux_compte_mobile,taux_utilisation_OTA,score_connaissance_fka,taux_connaissance_banque,taux_satisfaction_banque,taux_epargne_formelle,taux_telephone_mobile,taux_internet,indice_privation_spatiale,part_urbaine,densite_hab_km2,densite_bancaire_10k,nb_types_services,taille_moyenne_menage
C-082,Mirebalais,Mirebalais,HT0621,2.70805020110221,3.367295829986474,0.6931471805599453,0.6931471805599453,1.791759469228055,1.3862943611198906,11.623169039068987,5.804743325969341,1.1314021114911006,17.09,20.44,95.89,3.81,89.09,61.91,2.49,86.34,11.04,0.814,0.3780428824762212,5.824393502879973,1.7329369719897638,6,4.194837885561859
C-083,Saut-d'Eau,Mirebalais,HT0622,1.6094379124341003,1.9459101490553132,0.0,0.0,0.6931471805599453,0.6931471805599453,10.705870231302164,5.195232038464711,1.1474024528375417,23.3,13.7,84.22,4.12,100.0,83.24,3.1,77.5,9.56,0.187,0.2827461000537923,5.520187268365732,1.3055229497778773,4,4.325770796974986
C-084,Boucan-Carré,Mirebalais,HT0623,0.6931471805599453,1.9459101490553132,0.0,0.0,0.6931471805599453,0.0,11.06637270205724,5.871074992430395,1.6882490928583902,27.97,12.44,100.0,3.73,100.0,77.03,2.84,60.36,14.18,0.86,0.1556218936575912,5.203617709269967,0.8110864979613762,3,4.227699220298665
C-085,Lascahobas,Lascahobas,HT0631,2.3978952727983707,3.044522437723423,0.0,0.0,0.6931471805599453,1.3862943611198906,10.866604616761784,5.028344227877029,0.6151856390902335,27.33,11.63,74.11,2.92,100.0,100.0,2.96,67.2,12.41,0.324,0.425738606000458,5.847703188393748,2.013441281423931,4,4.69666547149516
C-086,Belladère,Lascahobas,HT0632,1.3862943611198906,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,11.50203639363806,5.695918299599399,1.4398351280479205,19.61,9.24,59.13,3.29,76.46,75.35,3.39,67.53,10.25,0.744,0.3621962068826074,5.812467812599598,0.4091113834655954,3,4.696420093058589
C-087,Savanette,Lascahobas,HT0633,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,10.62975514642929,5.169517619156448,0.7561219797213337,22.94,11.7,90.67,4.02,100.0,79.54,3.44,64.35,13.35,0.937,0.2808736032506167,5.470136434796497,0.7926788126321891,3,4.360472474161569
C-088,Cerca-la-Source,Cerca-la-Source,HT0641,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,11.075474211004208,5.846438775057724,0.8109302162163288,14.87,13.98,56.71,2.91,88.01,75.14,3.63,52.04,10.12,0.392,0.2860904177056391,5.237243368414869,0.9356143377621016,1,5.083215241694221
C-089,Thomassique,Cerca-la-Source,HT0642,1.3862943611198906,2.302585092994046,0.0,0.0,0.6931471805599453,0.0,11.187403059535267,5.572192054268604,1.0508216248317612,25.49,9.62,69.43,3.51,82.47,70.93,3.19,62.88,13.33,0.782,0.419641620738361,5.622628218561047,1.029692609648697,3,5.005128915996673
C-090,Les Cayes,Les Cayes,HT0711,3.784189633918261,4.59511985013459,1.791759469228055,1.3862943611198906,1.9459101490553132,2.0794415416798357,12.140162517503127,5.394127421394012,2.5265283244788197,9.9,2.89,53.47,4.12,91.61,64.4,14.75,100.0,51.31,0.548,0.820115145106333,6.75175280272656,2.2671553074024464,6,4.833548453714699
C-091,Torbeck,Les Cayes,HT0712,0.6931471805599453,2.4849066497880004,0.0,0.0,0.0,0.0,11.448802857328648,5.249547202178607,1.5706970841176697,28.07,11.11,77.1,3.34,100.0,75.18,2.89,66.0,9.48,0.994,0.196304431270525,6.2065269800259575,0.8239479537355615,2,4.961540496217531
C-092,Chantal,Les Cayes,HT0713,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,10.646852449256691,5.083637893645957,1.358409157630355,28.26,10.57,76.06,4.99,100.0,77.63,2.22,68.92,11.96,0.626,0.3239734658455978,5.573212874820548,0.3890121510186185,2,4.799064354176175
C-093,Camp-Perrin,Les Cayes,HT0714,1.0986122886681096,2.8903717578961645,0.0,0.0,0.6931471805599453,1.3862943611198906,10.924570638695,4.903569621781068,1.3190856114264407,22.29,12.24,64.43,3.33,89.44,84.47,3.6,71.48,12.29,0.223,0.288114835293482,6.030837095186625,1.6375252369506976,4,4.853409090909091
C-094,Maniche,Les Cayes,HT0715,0.6931471805599453,1.0986122886681096,0.0,0.0,0.0,0.6931471805599453,10.291942131810886,4.83477283236304,0.31481073984003355,25.88,12.58,78.17,3.79,100.0,75.34,2.86,93.29,15.31,0.159,0.1356593089885735,5.469338567628616,0.8570730810208472,3,4.4591775022679165
C-095,Île-à-Vache,Les Cayes,HT0716,0.6931471805599453,1.0986122886681096,0.0,0.0,0.0,0.0,9.850824899952823,3.849296175519841,0.832909122935104,23.22,12.57,90.09,3.14,94.95,67.0,3.23,70.09,9.78,0.286,0.338059347493807,6.025420202338896,0.9482522099529311,2,5.526653073113895
C-096,Port-Salut,Port-Salut,HT0721,1.0986122886681096,2.302585092994046,0.0,0.0,0.0,0.6931471805599453,10.066498860795583,3.9078141606540915,1.355835153635182,24.87,10.07,78.53,3.83,85.01,68.47,3.31,81.49,13.36,0.818,0.3138062871707731,6.181001504337719,1.8079126401697951,3,4.721219414360209
C-097,Saint-Jean-du-Sud,Port-Salut,HT0722,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.0,10.357584082056029,4.252629541187814,0.26236426446749106,19.87,8.89,68.55,4.01,83.12,57.71,2.44,63.72,11.03,0.895,0.1336445037149933,6.121449419768158,1.0664763448627124,2,4.792877796378025
C-098,Arniquet,Port-Salut,HT0723,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,10.48993999442511,4.099166252501314,0.5306282510621704,26.24,12.26,63.65,3.24,98.72,89.94,2.58,67.28,8.95,0.976,0.187171427776696,6.409119352209739,0.4423194075073259,2,4.888632036986674
C-099,Aquin,Aquin,HT0731,3.6635616461296463,3.8501476017100584,0.0,0.0,1.3862943611198906,0.0,11.764026537159008,6.460827346065843,1.5933085305042167,23.97,18.21,68.44,3.84,92.84,61.56,3.7,70.13,10.8,0.797,0.3357553503496884,5.309711747014135,2.0500337378162916,3,4.465003994581264
C-100,Saint-Louis-du-Sud,Aquin,HT0732,1.791759469228055,2.4849066497880004,0.0,0.0,0.0,0.6931471805599453,11.29083136279159,5.2295566109772444,0.49469624183610705,17.41,15.05,82.91,3.07,73.81,82.45,3.13,61.87,11.0,0.497,0.1511431889414732,6.068948843030344,1.138729265919717,3,5.007065149431036
C-101,Cavaillon,Aquin,HT0733,1.6094379124341003,2.639057329615259,0.0,0.0,0.0,0.6931471805599453,11.002316484402073,5.375139509149321,0.3920420877760237,23.56,15.14,82.34,2.94,100.0,74.99,2.74,67.86,9.25,0.663,0.1390721855628874,5.635377054108373,1.386144379867266,3,4.288102893890676
C-102,Côteaux,Côteaux,HT0741,1.0986122886681096,1.6094379124341003,0.0,0.0,0.6931471805599453,0.6931471805599453,10.17587830641895,4.3222766302681075,0.9202827531436926,22.85,10.52,50.86,4.39,86.3,75.28,14.72,95.19,43.97,0.54,0.6117817295609459,5.869749638991697,1.3978133829767436,4,4.664476021314387
C-103,Port-à-Piment,Côteaux,HT0742,0.6931471805599453,1.0986122886681096,0.0,0.0,0.0,1.0986122886681096,10.057795362874884,4.1154535254323354,1.4770487243883548,24.56,6.96,38.63,3.48,100.0,70.73,17.44,73.92,48.03,0.936,0.72617415152554,5.961331940590761,1.1450543880940542,3,5.028226675285499
C-104,Roche-à-Bateau,Côteaux,HT0743,0.6931471805599453,1.6094379124341003,0.0,0.0,0.0,0.0,10.029062375444195,3.861571461932048,0.6780335427498971,21.66,12.81,83.23,2.26,73.43,63.49,3.42,70.0,11.39,0.66,0.4366923925027563,6.190756494354008,1.1647344504437391,2,5.128930106310789
C-105,Chardonnières,Chardonnières,HT0751,0.6931471805599453,2.3978952727983707,0.0,0.0,0.0,0.6931471805599453,10.344995251991222,4.771023550074739,1.169381359556317,30.28,9.16,50.02,4.81,90.48,61.54,11.7,92.93,38.59,0.243,0.6163665594855305,5.5862036218441276,1.5807340500935054,3,5.117656738522297
C-106,Les Anglais,Chardonnières,HT0752,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,10.514448062108126,4.779459571084781,0.9162907318741551,24.17,9.02,63.77,3.34,83.24,90.67,18.68,73.61,41.06,0.728,0.6049724506690551,5.74659611381314,0.7350987380074125,2,5.480142793395806
C-107,Tiburon,Chardonnières,HT0753,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,10.264373617246324,4.998630186968824,1.1410330045520618,24.42,7.67,51.24,3.66,79.39,73.23,17.17,97.8,41.97,0.683,0.6897633404203408,5.277596384128552,0.5289107233457417,2,4.968998960859024
C-108,Jérémie,Jérémie,HT0811,2.4849066497880004,3.8066624897703196,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,12.005986223791327,6.059637082211031,1.851599469584072,14.21,3.58,42.25,5.15,87.14,78.31,14.66,84.92,43.37,0.764,0.5810567333003525,5.951286894796304,1.5785197756635856,6,4.751610656451332
C-109,Abricots,Jérémie,HT0812,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,10.7343293225778,4.64333264708244,0.13976194237515868,27.61,11.8,80.1,3.47,100.0,86.96,2.46,68.27,12.83,0.328,0.0882493900313698,6.102885990475913,0.9262100030219392,3,5.198052315706035
C-110,Bonbon,Jérémie,HT0813,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,9.257987025443535,3.492864570187979,0.35065687161316933,26.07,12.03,100.0,3.46,95.0,67.56,3.47,48.91,11.45,0.484,0.3943930580718985,5.798948162823678,1.0671639683912848,2,4.632067137809187
C-111,Moron,Jérémie,HT0814,0.6931471805599453,1.0986122886681096,0.0,0.0,0.0,0.0,10.544472640359878,5.214392131610276,0.6151856390902335,25.59,9.08,87.1,2.9,81.96,76.57,3.21,66.08,8.69,0.93,0.2574408681451825,5.340312647348319,0.5823165577660743,2,5.041965471447544
C-112,Chambellan,Jérémie,HT0815,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.0,10.381335335804913,4.305820308668628,0.1906203596086497,26.65,12.94,79.9,2.68,67.49,72.49,2.34,73.9,10.07,0.906,0.3577253418498651,6.091330609841874,1.050964072457295,2,5.309680605861047
C-113,Anse-d'Hainault,Anse-d'Hainault,HT0821,1.3862943611198906,2.0794415416798357,0.0,0.0,0.6931471805599453,1.0986122886681096,10.699980720954688,4.5541926312232235,0.8712933659434192,17.14,7.78,60.91,3.71,68.99,59.5,14.48,100.0,43.05,0.625,0.6196058980024349,6.158462040210861,1.3688848188699783,4,5.087051267347173
C-114,Dame-Marie,Anse-d'Hainault,HT0822,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.6931471805599453,10.762721041922928,4.636281181013144,1.0508216248317612,17.27,8.66,42.62,4.01,85.52,70.0,22.03,91.16,49.08,0.181,0.52458391563969,6.138320534443138,1.1370242327438718,3,4.833282161498311
C-115,Les Irois,Anse-d'Hainault,HT0823,1.0986122886681096,1.3862943611198906,0.0,0.0,0.0,0.0,10.256641304347884,4.877713239597068,1.0715836162801904,23.33,8.39,48.07,3.97,84.16,78.35,15.04,98.19,50.18,0.178,0.5953284158763611,5.391103839660286,1.0138654848494357,2,4.866666666666666
C-116,Corail,Corail,HT0831,1.0986122886681096,2.1972245773362196,0.0,0.0,0.0,0.0,10.079204010277946,4.696015869287668,0.4252677354043441,30.86,20.23,48.56,3.59,90.84,61.98,2.67,57.3,13.93,0.67,0.4360555345832809,5.396860808707463,1.6475916971180635,2,4.473822480765622
C-117,Roseaux,Corail,HT0832,0.6931471805599453,2.4849066497880004,0.0,0.0,0.0,0.0,10.681986400195576,5.383623123127137,1.1537315878891892,26.09,11.72,98.62,3.56,61.3,68.49,2.55,68.67,11.22,0.956,0.1404632371507931,5.307906637223213,1.3229900710044042,2,4.121381267738884
C-118,Beaumont,Corail,HT0833,1.0986122886681096,2.1972245773362196,0.0,0.0,0.6931471805599453,0.6931471805599453,10.55810178337929,5.052033122792184,0.9202827531436926,24.07,13.19,96.24,2.57,91.72,70.13,3.8,82.82,12.26,0.658,0.3792709226492062,5.5164875825075415,1.4153520490908413,4,4.456577119036591
C-119,Pestel,Corail,HT0834,1.0986122886681096,2.8903717578961645,0.0,0.0,0.0,0.6931471805599453,10.904266480855474,5.6621615499651,0.2546422183735807,26.09,11.45,82.91,3.8,100.0,94.8,3.38,60.68,8.6,0.546,0.2714356608524638,5.250824587212788,1.5424425247563087,3,4.497189618118697
C-120,Port-de-Paix,Port-de-Paix,HT0911,3.58351893845611,4.110873864173311,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.3862943611198906,12.315258833961039,5.865759590732924,2.1770218700187,19.19,6.33,58.97,3.89,100.0,52.19,18.17,96.16,44.71,0.588,0.8188306070210201,6.453909251310751,1.7572777628766414,6,4.94213173228172
C-121,La Tortue,Port-de-Paix,HT0912,1.6094379124341003,2.1972245773362196,0.0,0.0,0.0,0.0,10.65737699505146,5.198165484597595,1.5769147207285403,23.96,12.81,60.08,4.6,66.57,77.42,3.11,77.7,9.23,0.444,0.168266516092603,5.468954554067552,1.341104427702812,2,5.0300591715976335
C-122,Bassin-Bleu,Port-de-Paix,HT0913,1.0986122886681096,2.0794415416798357,0.0,0.0,0.0,0.0,11.147411572364291,5.374491060770879,1.0260415958332743,19.17,10.37,75.72,3.55,81.82,69.26,3.56,72.88,10.9,0.925,0.2767536716486747,5.780641649988584,0.8316682299977269,2,5.103192115328038
C-123,Chansolme,Port-de-Paix,HT0914,1.0986122886681096,1.3862943611198906,0.0,0.0,0.0,0.0,10.410485861467732,3.9924963895780228,0.5247285289349821,25.39,9.46,99.35,3.05,81.08,65.08,2.62,66.55,16.0,0.342,0.2393615419364553,6.438185922788494,0.9186069751826306,2,5.042520880789674
C-124,Saint-Louis-du-Nord,Saint-Louis-du-Nord,HT0921,2.302585092994046,3.258096538021482,0.0,0.0,0.0,1.0986122886681096,11.753869640909945,4.841032509710076,1.3635373739972745,16.95,6.86,58.94,3.77,95.03,69.0,15.37,71.57,43.91,0.22,0.6135770645374241,6.921746121087839,1.3426585212627071,3,5.349758250998528
C-125,Anse-à-Foleur,Saint-Louis-du-Nord,HT0922,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,10.405655809210936,4.145354483129846,0.44468582126144574,25.25,12.3,71.67,3.38,75.98,79.21,3.13,88.64,9.57,0.258,0.4841277046451808,6.278114344107991,1.0352129781707744,2,5.200661000944287
C-126,Môle-Saint-Nicolas,Môle-Saint-Nicolas,HT0931,1.3862943611198906,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,10.519483673907658,5.429652599378058,0.3784364357202451,18.71,11.63,57.65,3.78,100.0,79.82,3.62,76.63,11.67,0.358,0.3012773771908504,5.100311823563253,1.232714017418299,3,5.113090306545153
C-127,Baie-de-Henne,Môle-Saint-Nicolas,HT0932,1.0986122886681096,1.0986122886681096,0.0,0.0,0.0,1.0986122886681096,10.303437479956182,5.321643191851534,0.5481214085096876,22.62,8.03,94.51,3.56,93.61,74.01,3.14,73.58,10.15,0.874,0.2499162029898773,4.99346270217961,1.1023148400719451,3,4.81038374717833
C-128,Bombardopolis,Môle-Saint-Nicolas,HT0933,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,10.5814703325763,5.285789215970766,0.3293037471426004,27.22,11.12,77.48,2.88,91.28,83.8,2.72,65.67,9.41,0.539,0.2472269462141787,5.305707174322756,1.1891955265992882,2,4.369191527115449
C-129,Jean-Rabel,Môle-Saint-Nicolas,HT0934,2.4849066497880004,3.1354942159291497,0.0,0.0,0.6931471805599453,1.6094379124341003,11.997201753502683,6.192628302814133,1.0367368849500223,24.82,13.87,57.67,2.68,100.0,85.7,3.03,70.4,14.47,0.464,0.2323859050271412,5.809616911552249,1.2063771967754153,4,4.795219523725108
C-130,Miragoâne,Miragoâne,HT1011,2.833213344056216,3.258096538021482,0.6931471805599453,1.0986122886681096,1.0986122886681096,0.0,11.206508994462197,5.230413187934164,1.5644405465033646,10.39,2.8,42.72,4.29,93.77,75.2,11.23,86.08,48.72,0.779,0.5018680288559512,5.983969888834893,1.9809194830482102,5,4.063990724381625
C-131,Petite-Rivière-de-Nippes,Miragoâne,HT1012,1.3862943611198906,2.3978952727983707,0.0,0.0,0.6931471805599453,0.6931471805599453,10.422162291245519,4.550714000192032,0.9932517730102834,21.58,11.51,63.3,4.29,98.58,66.1,1.96,74.2,11.57,0.268,0.3159696383390385,5.884819559293881,1.6983549983279802,4,4.314241684859381
C-132,Fonds-des-Nègres,Miragoâne,HT1013,1.0986122886681096,2.995732273553991,0.6931471805599453,0.0,1.0986122886681096,1.0986122886681096,10.57999709194305,4.535069558308602,1.4724720573609429,18.6,13.65,76.75,3.59,82.53,77.34,3.37,77.71,10.35,0.589,0.3609649457281578,6.058027963659444,2.0293603171951884,5,4.325819221464702
C-133,Paillant,Miragoâne,HT1014,1.0986122886681096,3.091042453358316,1.3862943611198906,0.0,1.0986122886681096,0.6931471805599453,9.923486239042818,4.163092959383195,1.0260415958332743,17.9,13.21,80.74,3.98,73.88,77.39,2.83,61.78,10.49,0.435,0.1736999460863598,5.7791221610130235,2.722189504349201,5,4.447035745422842
C-134,Anse-à-Veau,Anse-à-Veau,HT1021,1.0986122886681096,1.6094379124341003,0.0,0.0,0.0,0.0,10.614597433470246,4.646599995751231,2.454447442303292,32.36,22.72,72.02,4.46,85.39,58.8,2.88,54.6,13.55,0.721,0.3955161575483744,5.980145031261893,0.9055665037613368,2,4.166990688631945
C-135,Petit-Trou-de-Nippes,Anse-à-Veau,HT1022,1.0986122886681096,1.6094379124341003,0.0,0.0,0.0,0.0,10.47081637553585,5.038185608183261,2.968361076757859,25.58,4.73,64.54,3.95,100.0,55.05,16.87,85.06,43.93,0.635,0.505585483413666,5.443442988368672,0.9936822214707274,2,4.151365348399247
C-136,L'Asile,Anse-à-Veau,HT1023,2.3978952727983707,2.5649493574615367,0.0,0.0,0.0,0.6931471805599453,10.785869836159096,5.0422631517765675,2.3988039507345884,25.59,14.87,79.23,3.12,100.0,50.15,3.63,51.65,5.91,0.429,0.2335305801539352,5.753243575413873,1.7507207785870484,3,4.420340223157124
C-137,Arnaud,Anse-à-Veau,HT1024,0.6931471805599453,2.0794415416798357,0.0,0.0,0.0,0.0,10.101395343782077,4.360419880919823,1.358409157630355,26.17,12.93,90.78,3.65,96.83,72.75,3.24,66.6,14.99,0.503,0.3059156547423695,5.756955465059008,1.454400722280039,2,4.103703703703704
C-138,Plaisance-du-Sud,Anse-à-Veau,HT1025,0.0,1.0986122886681096,0.0,0.0,0.0,0.0,10.374896443938328,4.691072614988795,2.224623551524334,23.96,16.16,74.1,4.19,79.38,75.22,3.87,64.65,11.3,0.399,0.2748720509299713,5.696375592301625,0.48497955628835915,1,4.069596139192279
C-139,Baradères,Baradères,HT1031,0.6931471805599453,1.6094379124341003,0.0,0.0,0.0,0.0,10.789545855333118,5.266362195306486,1.5195132049061133,23.02,10.42,100.0,3.83,100.0,59.24,3.23,75.16,11.57,0.411,0.260585446299732,5.532303486129874,0.7083881036104624,2,4.208015267175573
C-140,Grand-Boucan,Baradères,HT1032,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,8.831419819090131,3.817492521581913,1.7833912195575383,19.8,5.96,52.91,4.23,74.06,83.3,15.68,100.0,48.85,0.504,0.8904309715120526,5.042487896130812,0.900535418118104,1,3.998247663551402
