variable,transformation_acp,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24
brh_maison_de_transfert,log1p avant standardisation,8.443829861506927,2.544494373154968,0.2110850536748713,0.03281665064938475,0.12243793801343843,0.015863303674284696,0.19735729495158846,0.5106024292329109,0.004045097886406128,0.3033224454606997,0.08155384157474191,0.5084196544473207,4.4844976663514515,0.12090327296689694,1.6120710812978383,0.2001927453442404,0.5033305154239673,35.599518175999876,32.29870694018106,4.101031377028233,0.04490576274213915,0.24714934835922692,7.811759813891342,0.0001053561862464776
brh_agent_non_bancaire,log1p avant standardisation,7.4545463892706705,4.565307561890349,1.6279001717911807,0.2629003397286391,0.28909960467162715,0.032160808117625485,0.0626210509141479,0.7705635056264317,0.7212133779217886,7.650552852075764e-06,0.8782896163327626,1.0142632818344317,19.56208583777783,0.09511176035317985,1.4992439200679797,0.4692784768380525,0.010716691440010744,5.985879909997364,12.74149244062135,3.2129136673506524,0.0985732834582993,0.002148986678920567,38.642966448553096,0.0007152182107388353
brh_banque,log1p avant standardisation,7.997371060914267,1.913546905666742,3.4249071307451375,0.00425433794179342,0.03718934096739936,0.10888480496494168,0.01751921215084947,0.409867438893968,0.00042960041935880683,0.6115921749797973,0.09413926934837405,6.977607835973575,7.989042512638436,0.08033225999203923,1.0241957699323072,6.372886855398489,3.3061958575452675,1.117842552614047,0.30179144133409896,7.267604755183192,35.12674048286115,15.762547054722603,0.05351003079115514,1.3140210630532099e-06
brh_atm,log1p avant standardisation,7.499545875543921,1.3484472613513725,4.219316306228433,0.010592895992318439,0.3373199414900992,1.027485374541017,0.12279975474897696,0.0011671245711137256,0.006790704271002874,1.5571068221104334,1.452770598375978,3.536098502752775,6.816932923325587,0.4774978010737689,2.245252105597391,31.53556888584088,1.5732433076237309,0.410837795985218,2.424781411786947,2.7648889853572394,20.96893304756641,9.661900877558816,0.0006940771376468842,2.7619168934040467e-05
brh_microfinance,log1p avant standardisation,7.552902726154883,3.404890603395242,0.23957487178021786,0.1632102943854072,0.5301385956823654,0.23835266091175555,0.22910384317986993,1.9206370629798113,0.05164895615855995,1.006990774260988,0.1270093404433649,2.675872070507005,9.151651929220206,0.3576361542915338,1.923412798321387,19.49898956400522,3.0938983872573798,5.446915410342963,7.232124994895068,18.847960467078824,16.205641086411056,0.10034158429758633,0.0010930080610088903,2.8159782608714107e-06
brh_caisse_populaire,log1p avant standardisation,3.78459369314489,2.3949115546032953,1.39708257630977,2.1964492137328246,2.5281026281065833,5.172252974210788,9.964541258262916,0.12635702208026015,0.06642783510006861,0.09947598640076843,0.06768693189934664,50.552260307274885,1.9119065526042276,5.369327056750335,0.20698940217103676,3.9707468385513005,1.1210714517769993,1.5725191897401225,0.044470505119278164,6.827804990590749,0.3167714788276277,0.2902421172956269,0.017997033251287053,1.1402194958427857e-05
population_totale,log1p avant standardisation,5.903771495181954,5.931238917665924,1.7935907437783025,3.2648968580227073,3.0244478977448463,0.009839495383918435,9.019928831234008,0.5103702463069644,0.41278151559991233,0.19136148989031762,1.2393066405294615,1.3528128425334454,9.65263943923624,0.8923093783803617,2.072010584608086,0.30843240241210784,0.06398523920708317,0.20740231579606727,1.3773947928736678,0.40608586221041715,0.1298291676429001,0.07396339998135384,15.687182048671655,36.47441839510833
superficie_km2,log1p avant standardisation,0.21544496702248928,1.5726225942660204,43.49108694090843,0.05637881975225318,0.0775905534655098,0.9670490365288489,16.23354760147218,0.06825308972902427,0.29483986565334364,0.04378244446745666,0.029826713594142424,0.4836057562045791,0.23847995496047045,0.3565638427038958,0.011300445912401551,1.0483592820133363,1.1451275509125098,0.08519838293467898,0.49269353678918104,0.0937998400902368,0.08717119965953339,0.000696196216212993,4.1173206115841054,28.789260773159153
superficie_urbaine_km2,log1p avant standardisation,6.133714275865176,0.6201135436668421,0.1267178439344352,0.21391191443346053,5.15075777544883,8.588354780292965,0.777759640953056,1.0653012259432086,0.03596270023375377,2.192437107252057,0.33534298420807573,1.791146159711184,2.6517691699960886,1.2325959675028701,66.63900952408687,0.4661857323597006,0.27637152247392394,0.12106841417248806,1.181850392789685,0.19226138440888504,0.009193422503553953,0.1936015128483319,0.004569526467386717,3.4784471807147587e-06
taux_compte_formel,standardisation seule,2.914578688443512,2.658297242043096,0.0016005240315955513,0.39589661893497896,1.3392761007776075,16.559880700659065,4.376328017696648,0.0031538503976598514,44.45866837873832,0.9668619068407953,0.01859316623783723,0.7258770267396657,0.03695776326276207,6.28108828236404,1.9756581764001961,2.771474468499636,13.169581680470529,0.04243733079022467,0.7630151244750746,0.0011369489709469843,0.14495621743278694,0.3869112372618745,0.007721327545396021,4.922098568105256e-05
taux_compte_mobile,standardisation seule,3.1242835632259327,11.271728993230589,0.17696800776443045,1.7207627392158809,2.9927102288200573,4.736367171393283,0.2937956521428257,0.029345723915823664,6.509085180562574,0.3891894252983361,2.2317977324541336,3.34315261818934,0.6347476876487302,13.79583364067249,0.052978522318651675,5.653337569012696,41.554436624778965,0.3806670942322947,0.2198880305005865,0.6834200514430394,0.06605854839438831,0.13854251508442625,0.0009006766562924106,2.0030442332348877e-06
taux_utilisation_OTA,standardisation seule,3.548584528290974,8.312790535440334,0.6864859325354814,0.01867686715498287,0.01575775376482261,1.0642183273260064,1.9896026282950345,3.214246140643974,2.6444496283579264,4.014604383480657,16.10631250652376,5.107638733443585,1.7418656133016681,38.847666725745924,0.03747220873515372,1.65458519664687,10.340426329942272,0.02852645967930828,0.18442643564597744,0.024605926374912525,0.15376885915129473,0.11675951352104635,0.14651704629959533,1.1719698443414338e-05
score_connaissance_fka,standardisation seule,1.4991188518979812,5.237224687565443,0.07280495406729709,0.3890220042517613,0.0813174615263103,10.614841716830378,0.018142376015198823,41.92973758929877,3.1661306098910593,1.1418445811492712,27.97163090096481,0.6988324724723188,1.0576617375698218,2.0626462743944955,2.1106003225950065,0.740706625820715,0.5988800449448716,0.07656162715574674,0.080044907833081,0.23628557246126264,0.19727634588592569,0.00582172468903671,0.012845063430261768,2.1547289168933863e-05
taux_connaissance_banque,standardisation seule,0.026705386647867906,0.17450059436342286,0.7330832040646031,43.31001642636026,2.264521576879516,10.70956874906837,0.5521970037960874,6.538950327876411,4.023153309915521,24.079951512260717,0.47833279320548766,1.3150569956814024,0.1637315397635354,3.3691067725983457,0.6016688287456382,0.23531039773013665,0.5192266113412525,0.04622889560175041,0.004305168109867591,0.658252705755979,0.00022073248095201708,0.19502137178797851,0.0008884640328305092,6.319321075685576e-07
taux_satisfaction_banque,standardisation seule,0.9319898880608807,0.012564538561503174,2.1987963802654105,30.01891416296055,0.960710438540305,0.5595360343852999,8.635296910307073,6.057245217845952,4.029513733433956,38.69946292238482,0.10575541368471617,5.549758732212873,0.7584538199115736,0.03221440310663482,0.0017042431098844605,0.470051729039042,0.14989248990808307,0.04854139493613628,0.4701176902979276,0.0021303768643257614,0.2785469495339974,5.261377988928196e-05,0.02873837824745648,1.1538621792212801e-05
taux_epargne_formelle,standardisation seule,4.355610166642288,13.917876592221587,0.10398177039886175,0.05947809111355815,0.42133051788340375,0.19732379651219087,0.6739207385359071,1.498800122501416,2.4991927997513055,0.2618623280648752,1.5691829700323883,0.8689235511148548,0.9911333838069916,2.199259009545349,1.6031527050596457,0.10931845562407491,6.919201219732838,9.148890571249948,8.43694354743578,0.8565288926138541,7.665419751507042,35.58047218106568,0.06218610410503228,1.0733481146400305e-05
taux_telephone_mobile,standardisation seule,1.416699201397536,7.023817977961906,0.2836553091130137,0.29051499021232596,12.580174729877028,1.7633135812041048,0.06610290139198502,19.57899969463707,6.160001533503084,7.148657433730989,25.15470124902676,0.10109517020799073,1.4387711828140086,10.595322728574054,3.7993960923799754,0.7958323523931511,0.031215411692353378,1.0679451007579324,0.47399548246400425,0.0021018668035530643,0.04565069035829605,0.10593069063899263,0.0761046218086432,7.051240123271032e-09
