id_commune,nom_commune,arrondissement,zone_wbg,urbain_rural,strate,brh_maison_de_transfert,brh_agent_non_bancaire,brh_banque,brh_atm,brh_microfinance,brh_caisse_populaire,brh_total_effectif,population_totale,population_urbaine,pop_masculine,pop_masculine_urbaine,pop_feminine,pop_feminine_urbaine,pop_masculine_18_plus,pop_masculine_18_plus_urbaine,pop_feminine_18_plus,pop_feminine_18_plus_urbaine,nb_menages,nb_menages_urbains,superficie_km2,superficie_urbaine_km2,taux_compte_formel,taux_compte_mobile,taux_utilisation_OTA,score_connaissance_fka,taux_connaissance_banque,taux_satisfaction_banque,taux_epargne_formelle,taux_endettement_formel,taux_telephone_mobile,taux_internet,acces_routier,classe_urbanisation,classe_densite_demographique,classe_densite_bancaire,classe_diversite_services,taux_pauvrete_proxy,indice_privation_spatiale,classe_privation_spatiale,departement,classe_taille_population,classe_pauvrete,a_une_banque,profil_services_financiers,classe_taille_menage,part_urbaine,densite_hab_km2,densite_bancaire_10k,nb_types_services,taille_moyenne_menage
C-096,Port-Salut,Port-Salut,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,9,0,0,0,1,12,23540,7387,12191,3619,11349,3768,7502,2195,7113,2479,4986,1642,48.79,2.88,24.87,10.07,78.53,3.83,85.01,68.47,3.31,2.74,81.49,13.36,Proche,Mi-urbaine,Élevée,Élevée,Moyenne,73.5,0.818,Élevée,Sud,Petite,Élevée,Non,Caisse populaire uniquement,Moyenne,0.31380628717077313,482.4759171961468,5.097706032285472,3,4.721219414360209
C-097,Saint-Jean-du-Sud,Port-Salut,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,5,0,0,0,0,6,31494,4209,16798,2180,14696,2029,10437,1464,9230,1442,6571,935,69.29,0.3,19.87,8.89,68.55,4.01,83.12,57.71,2.44,3.31,63.72,11.03,Proche,Rurale,Élevée,Moyenne,Moyenne,76.0,0.895,Élevée,Sud,Petite,Élevée,Non,Aucune institution formelle,Moyenne,0.13364450371499334,454.5244624043873,1.9051247856734617,2,4.792877796378025
C-098,Arniquet,Port-Salut,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,0,0,0,0,1,2,35951,6729,19012,3589,16939,3140,11643,2145,10648,1998,7354,1359,59.29,0.7,26.24,12.26,63.65,3.24,98.72,89.94,2.58,3.49,67.28,8.95,Proche,Rurale,Élevée,Faible,Moyenne,74.4,0.976,Élevée,Sud,Petite,Élevée,Non,Caisse populaire uniquement,Grande,0.18717142777669607,606.3585764884466,0.5563127590331284,2,4.888632036986674
C-099,Aquin,Aquin,Connectée (RN),Rural,Rurale-Connectée (RN),38,46,0,0,3,0,87,128543,43159,64276,20856,64267,22303,40269,12940,40923,13949,28789,9198,638.59,3.92,23.97,18.21,68.44,3.84,92.84,61.56,3.7,2.57,70.13,10.8,Éloigné,Mi-urbaine,Faible,Élevée,Moyenne,68.1,0.797,Élevée,Sud,Grande,Élevée,Non,Microfinance sans banque,Moyenne,0.33575535034968845,201.29190873643495,6.768163182748185,3,4.465003994581264
C-100,Saint-Louis-du-Sud,Aquin,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),5,11,0,0,0,1,17,80083,12104,39962,5701,40121,6403,23050,3322,24296,4232,15994,2428,185.71,0.64,17.41,15.05,82.91,3.07,73.81,82.45,3.13,3.03,61.87,11.0,Éloigné,Rurale,Élevée,Moyenne,Moyenne,61.4,0.497,Moyenne,Sud,Grande,Moyenne,Non,Caisse populaire uniquement,Grande,0.15114318894147322,431.2261052178127,2.1227975974926014,3,5.007065149431036
C-101,Cavaillon,Aquin,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),4,13,0,0,0,1,18,60012,8346,31031,4171,28981,4175,19796,2631,18775,2842,13995,1920,214.97,0.48,23.56,15.14,82.34,2.94,100.0,74.99,2.74,3.25,67.86,9.25,Proche,Rurale,Moyenne,Moyenne,Moyenne,65.1,0.663,Moyenne,Sud,Moyenne,Moyenne,Non,Caisse populaire uniquement,Petite,0.13907218556288742,279.16453458622135,2.9994001199760048,3,4.288102893890676
C-102,Côteaux,Côteaux,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),2,4,0,0,1,1,8,26261,16066,13456,8191,12805,7875,7945,4802,7834,4851,5630,3576,74.36,1.51,22.85,10.52,50.86,4.39,86.3,75.28,14.72,11.19,95.19,43.97,Éloigné,Mi-urbaine,Moyenne,Moyenne,Élevée,58.8,0.54,Moyenne,Sud,Petite,Moyenne,Non,Microfinance sans banque,Moyenne,0.6117817295609459,353.1603012372243,3.046342485053882,4,4.664476021314387
C-103,Port-à-Piment,Côteaux,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),1,2,0,0,0,2,5,23336,16946,11732,8484,11604,8462,6637,4809,6862,5053,4641,3436,60.28,3.38,24.56,6.96,38.63,3.48,100.0,70.73,17.44,11.6,73.92,48.03,Éloigné,Urbaine,Moyenne,Moyenne,Moyenne,78.2,0.936,Élevée,Sud,Petite,Élevée,Non,Caisse populaire uniquement,Grande,0.72617415152554,387.1267418712674,2.142612272883099,3,5.028226675285499
C-104,Roche-à-Bateau,Côteaux,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,4,0,0,0,0,5,22675,9902,11650,5090,11025,4812,6519,2710,6450,2818,4421,1877,46.54,0.97,21.66,12.81,83.23,2.26,73.43,63.49,3.42,2.4,70.0,11.39,Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,66.0,0.66,Moyenne,Sud,Petite,Élevée,Non,Aucune institution formelle,Grande,0.4366923925027563,487.21529866781265,2.2050716648291067,2,5.128930106310789
C-105,Chardonnières,Chardonnières,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),1,10,0,0,0,1,12,31100,19169,16380,10017,14720,9152,9289,5658,8503,5356,6077,3907,117.04,2.22,30.28,9.16,50.02,4.81,90.48,61.54,11.7,11.91,92.93,38.59,Moyen,Mi-urbaine,Faible,Élevée,Moyenne,48.9,0.243,Faible,Sud,Petite,Faible,Non,Caisse populaire uniquement,Grande,0.6163665594855305,265.72112098427885,3.8585209003215435,3,5.117656738522297
C-106,Les Anglais,Chardonnières,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),1,3,0,0,0,0,4,36843,22289,19083,11349,17760,10940,10858,6293,10191,6263,6723,4080,118.04,1.5,24.17,9.02,63.77,3.34,83.24,90.67,18.68,10.2,73.61,41.06,Proche,Mi-urbaine,Moyenne,Faible,Moyenne,64.5,0.728,Élevée,Sud,Petite,Moyenne,Non,Aucune institution formelle,Grande,0.6049724506690551,312.12300914944086,1.0856879190076814,2,5.480142793395806
C-107,Tiburon,Chardonnières,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),1,1,0,0,0,0,2,28691,19790,14911,10052,13780,9738,8534,5547,8215,5759,5774,4005,147.21,2.13,24.42,7.67,51.24,3.66,79.39,73.23,17.17,11.58,97.8,41.97,Proche,Mi-urbaine,Faible,Faible,Moyenne,65.7,0.683,Moyenne,Sud,Petite,Élevée,Non,Aucune institution formelle,Grande,0.6897633404203408,194.89844439915765,0.6970827088634066,2,4.9689989608590235
C-108,Jérémie,Jérémie,Connectée (RN),Urbain,Urbaine-Connectée (RN),11,44,3,1,3,1,63,163731,95137,82585,46251,81146,48886,51565,28264,51584,31221,34458,19901,427.22,5.37,14.21,3.58,42.25,5.15,87.14,78.31,14.66,12.52,84.92,43.37,Proche,Mi-urbaine,Moyenne,Élevée,Élevée,70.9,0.764,Élevée,Grand'Anse,Grande,Élevée,Oui,Pôle financier complet,Moyenne,0.5810567333003525,383.2475071391789,3.847774703629734,6,4.751610656451332
C-109,Abricots,Jérémie,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,5,0,0,0,1,7,45904,4051,23974,2104,21930,1947,13541,1076,12719,1102,8831,856,102.89,0.15,27.61,11.8,80.1,3.47,100.0,86.96,2.46,3.3,68.27,12.83,Moyen,Rurale,Élevée,Faible,Moyenne,51.5,0.328,Faible,Grand'Anse,Moyenne,Faible,Non,Caisse populaire uniquement,Grande,0.08824939003136982,446.1463699096122,1.5249215754618335,3,5.198052315706035
C-110,Bonbon,Jérémie,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,1,0,0,0,0,2,10487,4136,5592,2156,4895,1980,3350,1237,2968,1192,2264,906,31.88,0.42,26.07,12.03,100.0,3.46,95.0,67.56,3.47,3.16,48.91,11.45,Proche,Mi-urbaine,Moyenne,Moyenne,Moyenne,57.8,0.484,Moyenne,Grand'Anse,Petite,Moyenne,Non,Aucune institution formelle,Moyenne,0.39439305807189856,328.952321204517,1.9071231047964148,2,4.632067137809187
C-111,Moron,Jérémie,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,2,0,0,0,0,3,37966,9774,19646,5142,18320,4632,11636,2899,10862,2711,7530,1995,182.9,0.85,25.59,9.08,87.1,2.9,81.96,76.57,3.21,3.29,66.08,8.69,Proche,Rurale,Faible,Faible,Moyenne,75.4,0.93,Élevée,Grand'Anse,Moyenne,Élevée,Non,Aucune institution formelle,Grande,0.2574408681451825,207.5779114270093,0.7901806879839857,2,5.0419654714475435
C-112,Chambellan,Jérémie,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,5,0,0,0,0,6,32251,11537,16334,5964,15917,5573,9229,3180,9321,3413,6074,2290,73.13,0.21,26.65,12.94,79.9,2.68,67.49,72.49,2.34,3.31,73.9,10.07,Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,78.4,0.906,Élevée,Grand'Anse,Petite,Élevée,Non,Aucune institution formelle,Grande,0.3577253418498651,441.00916176671683,1.8604074292270008,2,5.309680605861047
C-113,Anse-d'Hainault,Anse-d'Hainault,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),3,7,0,0,1,2,13,44354,27482,23069,14112,21285,13370,13088,7838,12504,7906,8719,5592,94.03,1.39,17.14,7.78,60.91,3.71,68.99,59.5,14.48,13.47,100.0,43.05,Éloigné,Mi-urbaine,Élevée,Moyenne,Élevée,66.2,0.625,Moyenne,Grand'Anse,Moyenne,Élevée,Non,Microfinance sans banque,Grande,0.6196058980024349,471.70052111028394,2.9309645127835147,4,5.087051267347173
C-114,Dame-Marie,Anse-d'Hainault,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),5,4,0,0,0,1,10,47226,24774,24085,12299,23141,12475,14511,7223,14248,7636,9771,5238,102.16,1.86,17.27,8.66,42.62,4.01,85.52,70.0,22.03,10.94,91.16,49.08,Proche,Mi-urbaine,Élevée,Moyenne,Moyenne,42.9,0.181,Faible,Grand'Anse,Moyenne,Faible,Non,Caisse populaire uniquement,Moyenne,0.52458391563969,462.27486296006265,2.1174776606106804,3,4.833282161498311
C-115,Les Irois,Anse-d'Hainault,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),2,3,0,0,0,0,5,28470,16949,15230,9001,13240,7948,8523,4879,7647,4680,5850,3600,130.33,1.92,23.33,8.39,48.07,3.97,84.16,78.35,15.04,11.27,98.19,50.18,Éloigné,Mi-urbaine,Faible,Moyenne,Moyenne,46.7,0.178,Faible,Grand'Anse,Petite,Faible,Non,Aucune institution formelle,Grande,0.5953284158763611,218.4454845392465,1.7562346329469618,2,4.866666666666666
C-116,Corail,Corail,Connectée (RN),Rural,Rurale-Connectée (RN),2,8,0,0,0,0,10,23841,10396,12405,5336,11436,5060,7386,2973,6948,2946,5329,2365,108.51,0.53,30.86,20.23,48.56,3.59,90.84,61.98,2.67,3.42,57.3,13.93,Éloigné,Mi-urbaine,Faible,Élevée,Moyenne,63.7,0.67,Moyenne,Grand'Anse,Petite,Moyenne,Non,Aucune institution formelle,Moyenne,0.4360555345832809,219.71246889687586,4.194454930581771,2,4.473822480765622
C-117,Roseaux,Corail,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,11,0,0,0,0,12,43563,6119,22836,3058,20727,3061,14104,1582,12911,1646,10570,1202,216.81,2.17,26.09,11.72,98.62,3.56,61.3,68.49,2.55,2.78,68.67,11.22,Éloigné,Rurale,Faible,Moyenne,Moyenne,76.2,0.956,Élevée,Grand'Anse,Moyenne,Élevée,Non,Aucune institution formelle,Petite,0.1404632371507931,200.92707900927078,2.754631223744921,2,4.121381267738884
C-118,Beaumont,Corail,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,8,0,0,1,1,12,38487,14597,19727,7351,18760,7246,12238,4595,11799,4666,8636,3227,155.34,1.51,24.07,13.19,96.24,2.57,91.72,70.13,3.8,2.4,82.82,12.26,Proche,Mi-urbaine,Faible,Moyenne,Élevée,67.4,0.658,Moyenne,Grand'Anse,Moyenne,Élevée,Non,Microfinance sans banque,Petite,0.3792709226492062,247.759752800309,3.117935926416712,4,4.456577119036591
C-119,Pestel,Corail,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,17,0,0,0,1,20,54407,14768,28658,7776,25749,6992,17544,4810,15744,4431,12098,3368,286.77,0.29,26.09,11.45,82.91,3.8,100.0,94.8,3.38,3.22,60.68,8.6,Proche,Rurale,Faible,Élevée,Moyenne,61.6,0.546,Moyenne,Grand'Anse,Moyenne,Moyenne,Non,Caisse populaire uniquement,Moyenne,0.27143566085246384,189.7234717718032,3.6759975738416015,3,4.497189618118697
C-120,Port-de-Paix,Port-de-Paix,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),35,60,4,1,4,3,107,223073,182659,107632,88011,115441,94648,64585,53671,70941,58900,45137,37244,351.75,7.82,19.19,6.33,58.97,3.89,100.0,52.19,18.17,10.66,96.16,44.71,Proche,Urbaine,Élevée,Élevée,Élevée,56.2,0.588,Moyenne,Nord-Ouest,Grande,Moyenne,Oui,Pôle financier complet,Grande,0.8188306070210201,634.18052594172,4.796636078772419,6,4.94213173228172
C-121,La Tortue,Port-de-Paix,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),4,8,0,0,0,0,12,42504,7152,21443,3754,21061,3398,11351,2094,12105,2085,8450,1365,179.94,3.84,23.96,12.81,60.08,4.6,66.57,77.42,3.11,2.46,77.7,9.23,Proche,Rurale,Faible,Moyenne,Moyenne,51.2,0.444,Moyenne,Nord-Ouest,Moyenne,Faible,Non,Aucune institution formelle,Grande,0.16826651609260304,236.2120706902301,2.82326369282891,2,5.0300591715976335
C-122,Bassin-Bleu,Port-de-Paix,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,7,0,0,0,0,9,69383,19202,34588,9369,34795,9833,19341,5362,20798,5793,13596,3839,214.83,1.79,19.17,10.37,75.72,3.55,81.82,69.26,3.56,3.23,72.88,10.9,Moyen,Rurale,Moyenne,Faible,Moyenne,78.2,0.925,Élevée,Nord-Ouest,Grande,Élevée,Non,Aucune institution formelle,Grande,0.27675367164867476,322.96699716054553,1.2971477162993816,2,5.103192115328038
C-123,Chansolme,Port-de-Paix,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,3,0,0,0,0,5,33205,7948,16135,4143,17070,3805,8692,2320,9958,2243,6585,1665,53.19,0.69,25.39,9.46,99.35,3.05,81.08,65.08,2.62,3.64,66.55,16.0,Proche,Rurale,Élevée,Faible,Moyenne,49.6,0.342,Faible,Nord-Ouest,Petite,Faible,Non,Aucune institution formelle,Grande,0.23936154193645534,624.2714796014288,1.505797319680771,2,5.042520880789674
C-124,Saint-Louis-du-Nord,Saint-Louis-du-Nord,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),9,25,0,0,0,2,36,127244,78074,61589,37160,65655,40914,35062,21070,39924,25064,23785,14534,125.6,2.91,16.95,6.86,58.94,3.77,95.03,69.0,15.37,8.31,71.57,43.91,Éloigné,Mi-urbaine,Élevée,Moyenne,Moyenne,46.2,0.22,Faible,Nord-Ouest,Grande,Faible,Non,Caisse populaire uniquement,Grande,0.6135770645374241,1013.0891719745223,2.8292100216906104,3,5.349758250998528
C-125,Anse-à-Foleur,Saint-Louis-du-Nord,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),3,3,0,0,0,0,6,33045,15998,16469,7704,16576,8294,8800,3850,9617,4805,6354,3238,62.14,0.56,25.25,12.3,71.67,3.38,75.98,79.21,3.13,3.46,88.64,9.57,Éloigné,Mi-urbaine,Élevée,Moyenne,Moyenne,48.0,0.258,Faible,Nord-Ouest,Petite,Faible,Non,Aucune institution formelle,Grande,0.4841277046451808,531.7830704859994,1.8157058556513845,2,5.200661000944287
C-126,Môle-Saint-Nicolas,Môle-Saint-Nicolas,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),3,5,0,0,0,1,9,37029,11156,19086,5912,17943,5244,10850,3448,10483,2982,7242,2299,227.07,0.46,18.71,11.63,57.65,3.78,100.0,79.82,3.62,1.86,76.63,11.67,Éloigné,Mi-urbaine,Faible,Moyenne,Moyenne,53.8,0.358,Faible,Nord-Ouest,Moyenne,Moyenne,Non,Caisse populaire uniquement,Grande,0.3012773771908504,163.07306117056416,2.430527424451106,3,5.113090306545153
C-127,Baie-de-Henne,Môle-Saint-Nicolas,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,2,0,0,0,2,6,29834,7456,15303,3831,14531,3625,8286,2106,8281,2126,6202,1736,203.72,0.73,22.62,8.03,94.51,3.56,93.61,74.01,3.14,2.82,73.58,10.15,Éloigné,Rurale,Faible,Moyenne,Moyenne,70.2,0.874,Élevée,Nord-Ouest,Petite,Élevée,Non,Caisse populaire uniquement,Moyenne,0.24991620298987732,146.4461024936187,2.0111282429442916,3,4.81038374717833
C-128,Bombardopolis,Môle-Saint-Nicolas,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),5,4,0,0,0,0,9,39397,9740,20198,4753,19199,4987,11563,2690,11467,3160,9017,2455,196.51,0.39,27.22,11.12,77.48,2.88,91.28,83.8,2.72,3.83,65.67,9.41,Proche,Rurale,Faible,Moyenne,Moyenne,62.0,0.539,Moyenne,Nord-Ouest,Moyenne,Moyenne,Non,Aucune institution formelle,Petite,0.24722694621417873,200.48343595745766,2.284437901363048,2,4.369191527115449
C-129,Jean-Rabel,Môle-Saint-Nicolas,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),11,22,0,0,1,4,38,162299,37716,81928,18389,80371,19327,49515,11175,49259,12118,33846,8013,488.13,1.82,24.82,13.87,57.67,2.68,100.0,85.7,3.03,2.85,70.4,14.47,Éloigné,Rurale,Moyenne,Moyenne,Élevée,60.4,0.464,Moyenne,Nord-Ouest,Grande,Moyenne,Non,Microfinance sans banque,Moyenne,0.23238590502714127,332.4913445188782,2.3413576177302384,4,4.795219523725108
C-130,Miragoâne,Miragoâne,Connectée (RN),Urbain,Urbaine-Connectée (RN),16,25,1,2,2,0,46,73607,36941,36823,17836,36784,19105,23036,11071,23158,11964,18112,9223,185.87,3.78,10.39,2.8,42.72,4.29,93.77,75.2,11.23,11.15,86.08,48.72,Proche,Mi-urbaine,Moyenne,Élevée,Élevée,72.0,0.779,Élevée,Nippes,Grande,Élevée,Oui,Pôle financier complet,Petite,0.5018680288559512,396.0133426588476,6.249405627182198,5,4.063990724381625
C-131,Petite-Rivière-de-Nippes,Miragoâne,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),3,10,0,0,1,1,15,33595,10615,17513,5425,16082,5190,10593,3208,9953,3150,7787,2341,93.7,1.7,21.58,11.51,63.3,4.29,98.58,66.1,1.96,3.34,74.2,11.57,Proche,Mi-urbaine,Moyenne,Élevée,Élevée,46.8,0.268,Faible,Nippes,Petite,Faible,Non,Microfinance sans banque,Petite,0.31596963833903857,358.5378868729989,4.464950141390087,4,4.314241684859381
C-132,Fonds-des-Nègres,Miragoâne,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,19,1,0,2,2,26,39339,14200,19459,6710,19880,7490,12139,4091,12509,4653,9094,3409,92.23,3.36,18.6,13.65,76.75,3.59,82.53,77.34,3.37,2.23,77.71,10.35,Proche,Mi-urbaine,Élevée,Élevée,Élevée,61.0,0.589,Moyenne,Nippes,Moyenne,Moyenne,Oui,Bancarisé,Petite,0.3609649457281578,426.5314973435975,6.609217316149368,5,4.325819221464702
C-133,Paillant,Miragoâne,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),2,21,3,0,2,1,29,20403,3544,10226,1842,10177,1702,6416,1141,6434,1071,4588,808,63.27,1.79,17.9,13.21,80.74,3.98,73.88,77.39,2.83,3.03,61.78,10.49,Proche,Rurale,Moyenne,Élevée,Élevée,54.6,0.435,Moyenne,Nippes,Petite,Moyenne,Oui,Bancarisé,Petite,0.17369994608635986,322.47510668563297,14.21359603979807,5,4.447035745422842
C-134,Anse-à-Veau,Anse-à-Veau,Connectée (RN),Rural,Rurale-Connectée (RN),2,4,0,0,0,0,6,40724,16107,21310,8409,19414,7698,13260,5362,12273,4966,9773,4155,103.23,10.64,32.36,22.72,72.02,4.46,85.39,58.8,2.88,3.03,54.6,13.55,Proche,Mi-urbaine,Moyenne,Faible,Moyenne,62.8,0.721,Élevée,Nippes,Moyenne,Moyenne,Non,Aucune institution formelle,Petite,0.39551615754837444,394.49772352998156,1.4733326785188094,2,4.166990688631945
C-135,Petit-Trou-de-Nippes,Anse-à-Veau,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),2,4,0,0,0,0,6,35270,17832,19066,9524,16204,8308,11793,5571,10231,5316,8496,4422,153.19,18.46,25.58,4.73,64.54,3.95,100.0,55.05,16.87,14.07,85.06,43.93,Éloigné,Mi-urbaine,Faible,Faible,Moyenne,62.2,0.635,Moyenne,Nippes,Petite,Moyenne,Non,Aucune institution formelle,Petite,0.505585483413666,230.2369606371173,1.7011624610150269,2,4.1513653483992465
C-136,L'Asile,Anse-à-Veau,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),10,12,0,0,0,1,23,48332,11287,24992,5981,23340,5306,15693,3971,14738,3213,10934,2777,153.82,10.01,25.59,14.87,79.23,3.12,100.0,50.15,3.63,2.44,51.65,5.91,Proche,Rurale,Moyenne,Élevée,Moyenne,54.4,0.429,Moyenne,Nippes,Moyenne,Moyenne,Non,Caisse populaire uniquement,Petite,0.23353058015393527,314.2114159407099,4.758751965571465,3,4.420340223157124
C-137,Arnaud,Anse-à-Veau,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,7,0,0,0,0,8,24376,7457,12716,3717,11660,3740,7902,2372,7361,2406,5940,1795,77.29,2.89,26.17,12.93,90.78,3.65,96.83,72.75,3.24,2.83,66.6,14.99,Proche,Mi-urbaine,Moyenne,Moyenne,Moyenne,55.2,0.503,Moyenne,Nippes,Petite,Moyenne,Non,Aucune institution formelle,Petite,0.30591565474236954,315.3836201319705,3.281916639317361,2,4.103703703703704
C-138,Plaisance-du-Sud,Anse-à-Veau,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),0,2,0,0,0,0,2,32044,8808,17214,4670,14830,4138,10789,2731,9351,2652,7874,2130,107.97,8.25,23.96,16.16,74.1,4.19,79.38,75.22,3.87,2.58,64.65,11.3,Proche,Rurale,Moyenne,Faible,Faible,52.2,0.399,Faible,Nippes,Petite,Faible,Non,Aucune institution formelle,Petite,0.2748720509299713,296.7861442993424,0.6241418050181001,1,4.069596139192279
C-139,Baradères,Baradères,Non-connectée (H-Ile),Rural,Rurale-Non-connectée (H-Ile),1,4,0,0,0,0,5,48510,12641,26058,6722,22452,5919,16299,4218,13920,3748,11528,3228,192.71,3.57,23.02,10.42,100.0,3.83,100.0,59.24,3.23,2.53,75.16,11.57,Moyen,Rurale,Faible,Faible,Moyenne,53.7,0.411,Faible,Nippes,Moyenne,Moyenne,Non,Aucune institution formelle,Petite,0.260585446299732,251.72539048310932,1.0307153164296021,2,4.208015267175573
C-140,Grand-Boucan,Baradères,Non-connectée (H-Ile),Urbain,Urbaine-Non-connectée (H-Ile),0,1,0,0,0,0,1,6845,6095,3603,3225,3242,2870,2248,2022,2024,1819,1712,1536,44.49,4.95,19.8,5.96,52.91,4.23,74.06,83.3,15.68,12.86,100.0,48.85,Proche,Urbaine,Faible,Faible,Faible,60.4,0.504,Moyenne,Nippes,Petite,Moyenne,Non,Aucune institution formelle,Petite,0.8904309715120526,153.85479883119802,1.4609203798392987,1,3.998247663551402
